index	name	station	fc	amplitude	type	basin	wtype	magnitude	depth	latitude	longitude	azimuth	slatitude	slongitude	PGAtoth	PGAtotv	PGVtoth	PGVtotv	PGDtoth	PGDtotv	RMSh	RMSv	CAVh	CAVv	Ecumh	Ecumv	t_5_95h_1	t_5_95h_2	t_5_95v_1	t_5_95v_2	Tdh	Tdv	ariash	ariasv	PredPSa_h	PredPeriod_h	SI_h	PredPSa_v	SI_v	PredPSa_hw	PredPeriod_hw	SI_hw	PredPSa_vw	PredPeriod_vw	SI_vw	Tmh	Fmh	Tmv	Fmv	Peak Period controlled by	PSa difference	SI difference
11319	2008_07_29	14826	0.5	0.06	Ret	Los_Angeles	Rayleigh	5.4	13.6	33.95	-117.8	3.935	34	118.26	54.49423102	7.527645779	6.329296793	0.732391245	1.24388674	0.15457599	2.781153286	0.684277797	139.7376541	51.73100669	1519.890903	92.00839616	86	104.1666667	85.66666667	122.8333333	18.33333334	37.33333333	243.3678948	14.73256378	124.3346433	0.57	123.1034868	18.59205467	19.92544577	124.6099848	0.57	127.8981622	18.93250933	0.54	21.48978893	0.722092587	1.599875759	0.724669883	1.669891248	Body	0.275341505	1.038948331
11414	2008_07_29	LLS	0.3	0.11	Ret	Los_Angeles	Rayleigh	5.4	13.6	33.95	-117.8	5.131	33.68	117.94	54.70985625	6.25888631	7.227833495	0.795622844	1.539329	0.20305151	1.988506379	0.424007824	199.1562515	66.45675791	1751.032834	79.61374509	73.16666667	98.16666667	71.83333333	125	25.16666667	53.33333334	280.3787914	12.74790809	125.9151961	0.69	129.8886285	18.85445704	19.97394714	126.2764482	0.69	133.0812331	18.91771817	0.38	21.46404251	0.784219351	1.425811064	0.856342259	1.538322495	Body	0.361252125	1.024579555
11287	2012_03_14	IBR013	0.13	0.12	Ret	Kanto	Rayleigh	6.1	15	35.75	140.93	4.718	36.16	140.49	54.72925289	9.899207556	5.7866564	1.0300328	0.81755497	0.16111598	1.828325786	0.797624971	163.6570669	99.42513253	1208.914644	230.083753	144	166.35	137.1	191.55	22.5	54.6	193.5737698	36.84145913	129.5141746	0.52	96.12270884	41.80465052	25.98209035	129.7982452	0.52	99.18575936	41.93961784	0.56	27.59674055	0.611861156	1.968631845	0.628108741	1.81304739	Body	0.284070625	1.031866045
11175	Tohoku	KNG009	0.16	0.38	Pro	Kanto	Rayleigh	9	24	38.1	142.86	4.96	35.44	139.36	54.73437156	26.59322311	10.1829044	4.9515068	12.1740918	10.0629413	6.167143115	2.150807533	1263.573158	463.8199127	19494.14946	2371.042484	190.2	272.1	193.5	277.8	82.05	84.45	3121.441219	379.6559454	269.6327527	0.46	219.6501742	72.73930753	86.43022907	270.489055	0.46	223.2439169	72.77848002	0.56	88.46326872	0.709911017	1.745048111	0.892323651	1.674866701	Body	0.856302316	1.016361211
11176	Tohoku	KNG009	0.16	0.38	Ret	Kanto	Rayleigh	9	24	38.1	142.86	1.819	35.44	139.36	54.73437156	26.59322311	10.1829044	4.9515068	12.1740918	10.0629413	6.167143115	2.150807533	1263.573158	463.8199127	19494.14946	2371.042484	190.2	272.1	193.5	277.8	82.05	84.45	3121.441219	379.6559454	269.6327527	0.46	219.6501742	72.73930753	86.43022907	270.489055	0.46	223.2439169	72.77848002	0.56	88.46326872	0.709911017	1.745048111	0.892323651	1.674866701	Body	0.856302316	1.016361211
11095	1971_02_09	288	0.31	1.51	Ret	Los_Angeles	Rayleigh	6.6	8.8	34.28	-118.4	1.463	34	118.2	54.85790913	15.0218832	10.23236806	4.689068666	7.37557386	2.77316634	4.975088645	1.750869814	343.3813795	142.2685874	4888.422736	605.4451705	61.83333333	84.33333333	63.66666667	109.3333333	22.66666667	45.83333333	782.7437796	96.94506115	172.0698013	0.95	219.1490874	39.4540257	65.49531616	189.6256423	0.96	235.1480307	53.28562354	1.19	76.46983874	1.077013533	1.235810979	1.574871883	1.042549301	Body	17.55584104	1.073004837
11313	2008_07_29	14400	0.56	0.1	Ret	Los_Angeles	Rayleigh	5.4	13.6	33.95	-117.8	4.792	33.84	118.07	54.89139164	3.661869454	8.873221563	0.776456984	1.68194839	0.22457338	3.088261514	0.542871798	188.0198965	50.23298024	1998.076788	61.74170194	86	113	81	134.6666667	27.16666667	53.83333334	319.9359511	9.886201694	145.3794472	0.74	159.6205583	12.9894677	20.19809464	145.3017484	0.74	161.8318408	14.05468304	1.11	20.61990912	0.858724164	1.3114386	1.122403309	1.135274392	Body	-0.077698797	1.013853369
11270	2008_07_29	13174	0.86	0.07	Ret	Los_Angeles	Rayleigh	5.4	13.6	33.95	-117.8	5.195	33.99	117.89	54.94754192	10.72478909	7.434618871	1.789295364	1.68695413	0.31495367	3.034037952	1.238443292	167.2355275	82.02247444	1854.885375	309.0489762	85.66666667	105	86	105.8333333	19.5	20	297.0078627	49.48552463	104.1757446	0.73	128.0828911	40.6399847	44.06057679	105.0657842	0.7	133.3543889	41.86862781	0.86	45.25798591	0.839057909	1.375361082	0.817848525	1.431660737	Body	0.890039535	1.041156924
11477	2011_04_11	SIT010	0.25	0.38	Pro	Kanto	Rayleigh	5.9	11	36.97	140.63	4.581	35.91	139.65	55.176228	8.472054667	5.4135608	1.172209533	2.27113993	0.73359027	3.416058342	0.824689	540.9688727	167.0315932	5365.031751	312.6814676	155.4	209.7	147	258.45	54.45	111.6	859.0593444	50.06716623	153.9819936	0.61	152.2767841	24.46816284	27.92156046	150.4170646	0.61	154.5841235	24.71556082	0.46	30.01840118	0.805826495	1.590812038	0.96975893	1.691995024	Body	-3.564929012	1.015152273
11271	2011_03_11	CHB003	0.11	0.72	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	5.209	35.79	140.06	55.21664311	20.37141067	7.322815533	3.3340418	6.4709794	2.43781453	6.171804	1.883853032	1134.297728	405.734037	15981.14811	1488.941938	98.55	199.35	93	273.75	100.95	180.9	2558.932595	238.4122862	188.8169818	0.36	210.0913968	55.49195927	74.68783022	188.6187497	0.36	214.5235698	55.67827472	0.52	78.10284555	0.68804605	2.105294482	1.201565472	1.391434216	Body	-0.198232118	1.021096404
11356	2011_03_11	CHB003	0.38	0.47	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	5.308	35.79	140.06	55.55602267	16.63976844	8.711625667	3.3487542	7.69634715	2.38649198	6.057387835	1.827251319	1112.361775	397.3599254	15394.10653	1400.81342	98.4	200.1	92.85	270.45	101.85	177.75	2464.934351	224.300976	177.9510582	0.36	198.480146	54.80117486	66.5513466	176.4064419	0.36	210.8784566	55.67827472	0.52	78.10284555	0.653794444	2.173820171	1.160562256	1.449469385	Body	-1.544616293	1.062466251
11172	2011_04_11	IBR011	0.57	0.37	Pro	Kanto	Rayleigh	5.9	11	36.97	140.63	4.608	36.13	140.09	55.59499733	26.86102622	9.0707708	4.308065933	1.67542173	0.85408401	4.768450823	2.407032552	564.1491437	296.1337765	9635.279728	2455.125168	151.65	174.75	153.6	176.85	23.25	23.4	1542.819776	393.1194287	212.4247457	1.24	229.5609201	182.3250956	110.3291846	238.338737	1.23	259.842654	184.5849395	0.94	124.6417554	0.827665506	1.457350945	0.897213045	1.215595295	Body	25.91399124	1.131911537
11151	Tohoku	KNG009	0.15	1.21	Pro	Kanto	Rayleigh	9	24	38.1	142.86	1.782	35.44	139.36	56.02374533	25.37286978	9.2855268	5.446995933	10.81341114	9.6489695	6.105277185	2.131696929	1253.388274	461.6535144	19104.99859	2329.094753	190.2	272.25	193.5	277.8	82.2	84.45	3059.129624	372.9391929	266.3833255	0.46	220.2551198	73.32115882	86.1408693	266.3473534	0.46	222.4759291	72.77848002	0.56	88.46326872	0.718658472	1.738377667	0.864948302	1.691397343	Body	-0.035972134	1.010082895
11152	Tohoku	KNG009	0.15	1.21	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.923	35.44	139.36	56.02374533	25.37286978	9.2855268	5.446995933	10.81341114	9.6489695	6.105277185	2.131696929	1253.388274	461.6535144	19104.99859	2329.094753	190.2	272.25	193.5	277.8	82.2	84.45	3059.129624	372.9391929	266.3833255	0.46	220.2551198	73.32115882	86.1408693	266.3473534	0.46	222.4759291	72.77848002	0.56	88.46326872	0.718658472	1.738377667	0.864948302	1.691397343	Body	-0.035972134	1.010082895
11200	2011_03_11	CHB004	0.36	0.67	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	5.238	35.9	140.49	56.411028	20.54025422	12.54117687	5.292799467	9.04311682	3.17515715	5.279445842	2.613685143	903.4405503	482.6144167	11693.92768	2866.092905	184.95	270.9	182.1	275.25	86.1	93.3	1872.4545	458.924384	189.1559139	0.68	264.5692933	71.9608489	120.0420504	195.1048082	0.68	277.5370086	76.36413826	1.81	133.2000788	1.077288634	1.342789528	1.227241085	1.200441371	Body	5.948894255	1.049014438
11128	1994_01_17	14403	0.34	0.7	Ret	Los_Angeles	Rayleigh	6.7	19	34.21	-118.54	1.215	33.93	118.26	56.45605166	12.76541157	8.968182361	2.176169236	3.37826719	1.83048832	5.539084767	1.849533144	369.7911312	146.0649982	5507.32219	614.0287391	67	99.83333333	66.66666667	108.8333333	33	42.33333333	881.8431669	98.3194789	155.3749598	0.41	186.124347	49.23504269	54.6942226	157.0076356	0.41	194.9447326	48.89218552	0.42	62.15789541	0.888966548	1.629982781	0.978935258	1.57621242	Body	1.632675728	1.047389747
11286	2008_07_29	13887	0.28	0.09	Ret	Los_Angeles	Rayleigh	5.4	13.6	33.95	-117.8	4.538	33.68	117.96	56.48272766	3.949558042	5.794347064	0.559685749	1.65078693	0.17532046	2.885647073	0.57172804	169.2379535	46.46012163	1669.555319	65.53802816	85.5	108.3333333	82.66666667	126.5	23	44	267.3324528	10.49407685	113.7530051	0.7	130.4303434	16.49304724	18.78125141	114.1496751	0.7	132.5565996	17.62787514	0.65	21.16675131	0.804916098	1.417060556	0.917752717	1.366969059	Body	0.396670046	1.016301853
11132	1994_01_17	15	0.21	0.92	Ret	Los_Angeles	Rayleigh	6.7	19	34.21	-118.54	1.171	33.72	118.31	56.83012621	40.14262639	12.78491812	6.745186005	5.22852581	2.63772072	7.636533155	4.417566733	530.3808008	317.6593663	10487.27572	3509.428839	65.66666667	97	66.66666667	101.6666667	31.5	35.16666667	1679.243036	561.9365882	204.9718668	0.5	248.7228304	124.4161309	143.497172	207.667354	0.5	314.4350352	129.2624381	0.68	161.3492126	1.065944239	1.444633687	1.050577973	1.38860133	Body	2.695487212	1.264198525
11290	2009_08_11	SZO027	0.2	0.07	Pro	Kanto	Rayleigh	6.5	23	34.78	138.5	0.711	34.79	138.8	56.90349022	13.85112844	7.5855328	1.477651467	0.63150078	0.43520123	2.115796145	0.714234141	98.75647493	51.16666513	1528.98045	174.235041	141.15	146.4	139.8	151.05	5.4	11.4	244.8233308	27.89885448	141.7478809	0.3	103.8598636	37.63201628	28.72756223	142.5701866	0.3	108.0340971	37.73852657	0.41	29.81724423	0.507433344	2.29116848	0.551968815	2.123191068	Body	0.822305699	1.040191017
11224	2011_04_11	IBR004	0.21	0.73	Ret	Kanto	Rayleigh	5.9	11	36.97	140.63	4.259	36.55	140.41	56.97311111	14.00085511	5.075957667	2.419306	1.18183157	0.82915992	3.022050115	1.334996868	362.3499349	184.4932577	3979.611891	776.6008995	145.2	176.1	144.3	185.25	31.05	41.1	637.2232151	124.3508502	157.9736609	0.51	138.2600879	47.07823646	63.35547657	160.0189065	0.51	146.3794593	49.25246386	0.6	69.5616405	0.624225045	1.995926273	0.796038157	1.656101093	Body	2.045245626	1.058725345
11121	1994_01_17	11	0.38	1.15	Ret	Los_Angeles	Rayleigh	6.7	19	34.21	-118.54	1.698	34.06	118.25	57.02843436	19.81147277	10.98076502	3.48876581	2.31835055	0.50354819	5.617800459	2.381381491	321.4534555	159.7310682	5675.482926	1019.830862	71.16666667	90.66666667	70.5	94.16666667	19.66666667	23.83333334	908.7693917	163.2973061	180.9021673	0.75	233.0451743	77.60192982	67.50393575	182.519447	0.75	236.0029786	77.45792796	0.84	78.02910556	0.941414107	1.387955345	0.742444021	1.573683742	Body	1.617279727	1.012691978
11280	2011_03_11	CHB006	0.32	1.1	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	5.19	35.78	140.31	57.12004444	25.42444356	15.06656527	5.7946778	8.45868798	2.43810313	5.937153616	2.773774325	1104.908502	509.0356439	14789.05068	3227.943863	98.7	195.75	95.1	192.3	97.2	97.35	2368.051629	516.8646649	213.4350967	0.68	266.494771	104.4862888	113.5266615	216.3843398	0.68	273.7041093	103.8673814	0.44	116.4526738	1.034199741	1.285916246	0.80116795	1.737605304	Body	2.949243075	1.027052457
11189	2009_08_11	SZO002	0.86	0.25	Ret	Kanto	Rayleigh	6.5	23	34.78	138.5	1.319	34.97	139.1	57.12279156	8.113169333	6.146504133	1.258428933	0.70434145	0.3012988	2.553294511	0.629135131	164.2941503	59.63451847	2187.55543	132.8143855	143.4	152.1	140.1	157.95	8.85	18	350.2756406	21.26649836	150.4543214	0.3	95.75525394	32.10899424	29.21210117	152.3529113	0.3	105.3298929	41.58934857	1.1	44.55081465	0.45532617	2.458437509	0.621680858	1.976387432	Body	1.898589895	1.099990743
11155	Tohoku	SIT002	0.19	2.58	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.287	36.15	139.39	57.14608978	23.24444667	17.91990827	5.51806	20.10426081	8.54193057	5.830785841	2.226172873	1277.966118	571.1787371	18343.65518	2673.926526	196.2	278.55	197.55	339.75	82.5	142.35	2937.221832	428.1543287	246.9445795	0.68	248.8065756	82.58153232	88.88284061	252.0188926	0.68	261.9330067	81.52802158	0.67	89.66211881	0.890617961	1.40099594	1.148905254	1.347717848	Body	5.074313067	1.052757573
11129	Tohoku	KNG009	0.06	5.43	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.157	35.44	139.36	57.35797556	26.81033956	8.956623133	4.224818333	5.53993814	6.50188787	6.182722668	2.164710457	1321.831102	470.9577581	19592.76684	2401.794621	192.15	275.25	193.5	277.95	83.25	84.6	3137.232027	384.5800375	215.097091	0.48	242.9385444	72.466668	88.20620471	215.4549929	0.48	243.1995508	72.77848002	0.56	88.46326872	0.764511819	1.723325247	0.920131992	1.653332214	Body	0.357901892	1.001074372
11129	Tohoku	SIT007	0.12	0.94	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.556	36.05	139.39	57.55502978	21.38981244	9.027247067	3.927095133	10.91329845	6.59542512	3.781847402	1.758660476	747.2064247	369.7857137	7716.84361	1668.767003	196.5	268.2	196.5	274.2	71.85	77.85	1235.636045	267.2062262	133.1066439	0.79	171.8224775	62.77368949	75.61722442	133.6913718	0.79	175.0012306	63.46688171	0.89	75.74457628	0.804255435	1.73483633	0.813173225	1.60536679	Body	0.584727887	1.018500217
11412	2011_03_11	IBR011	0.8	0.55	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	5.228	36.13	140.09	57.61705511	23.40691378	13.06107933	4.853905733	4.15076521	1.90484007	5.695961513	2.540660103	757.3143253	357.1305193	13611.87078	2708.17585	327	352.35	324	356.4	25.5	32.55	2179.559289	433.6383973	244.916019	0.78	276.8967136	106.6844637	129.0917372	248.810955	1.23	312.1906594	139.1722897	1.33	153.9437097	1.018156722	1.272666729	1.079248991	1.115853931	Surface	3.894935917	1.127462494
11207	2011_03_11	CHB007	0.16	0.77	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.894	35.72	140.23	57.78835778	23.34044667	9.4176272	4.462339	7.22709872	2.78269861	5.245591107	1.977575251	984.4680177	425.9924543	11544.43264	1640.777765	99.15	211.05	97.05	276.45	112.05	179.55	1848.517063	262.7245348	229.5343742	0.3	205.347782	57.77295299	76.36410743	232.0413642	0.3	271.4350189	69.01101071	1.34	102.6269106	0.925682331	1.748558248	1.230789422	1.403127325	Body	2.506989978	1.32183078
11160	Tohoku	TCG007	0.18	1.53	Pro	Kanto	Rayleigh	9	24	38.1	142.86	1.408	36.57	139.89	57.88895467	42.19126578	11.18552187	7.441381467	10.67712406	10.00053525	5.581591019	3.424427509	1210.248726	746.7852334	16809.22611	6327.143017	189	275.7	191.4	266.55	86.85	75.3	2691.526058	1013.114476	201.9405023	0.8	263.367247	148.1113278	146.4432663	208.591244	0.81	275.7670639	152.2371776	1.12	149.1294443	0.895707978	1.510227482	0.860841639	1.45686004	Body	6.65074173	1.047081849
11161	Tohoku	TCG007	0.18	1.53	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.549	36.57	139.89	57.88895467	42.19126578	11.18552187	7.441381467	10.67712406	10.00053525	5.581591019	3.424427509	1210.248726	746.7852334	16809.22611	6327.143017	189	275.7	191.4	266.55	86.85	75.3	2691.526058	1013.114476	201.9405023	0.8	263.367247	148.1113278	146.4432663	208.591244	0.81	275.7670639	152.2371776	1.12	149.1294443	0.895707978	1.510227482	0.860841639	1.45686004	Body	6.65074173	1.047081849
11099	1971_02_09	475	0.23	2.39	Ret	Los_Angeles	Rayleigh	6.6	8.8	34.28	-118.4	1.322	34.14	118.12	58.07613296	32.21585295	7.97545382	3.607641288	4.18834793	3.32532577	5.840863162	2.505217435	257.2814687	126.4061045	5054.807056	929.9109682	65.16666667	78.33333333	63.66666667	82.33333333	13.33333333	18.83333333	809.3855612	148.8991573	174.9417521	0.43	193.7970489	78.6410644	74.1010262	174.9496132	0.85	218.0975038	81.21056064	0.33	84.16854463	0.825506531	1.478976993	0.737467081	1.73695583	Surface	0.007861084	1.125391254
11298	2008_07_29	14006	0.42	0.12	Ret	Los_Angeles	Rayleigh	5.4	13.6	33.95	-117.8	4.562	33.73	118	58.36930327	4.306387508	5.355450493	0.739389525	1.54479733	0.17752893	3.403508887	0.535376907	209.8722196	44.1514562	2368.902024	58.61551569	86.33333333	107.3333333	84.16666667	127.3333333	21.16666667	43.33333333	379.3132108	9.385630656	100.0389959	0.72	125.6576493	16.18225225	17.66695256	99.91119329	0.72	131.2644102	16.16763663	0.55	18.7375988	0.81316581	1.423998834	0.891402556	1.418602137	Body	-0.127802595	1.044619336
11090	1971_02_09	232	0.12	1.42	Ret	Los_Angeles	Rayleigh	6.6	8.8	34.28	-118.4	1.988	34.1	118.33	58.44519738	24.9799562	12.47817161	5.034630259	7.2863983	2.33192722	6.666978688	3.026258657	345.6951126	182.7217735	7311.79564	1506.53075	65.66666667	81.33333333	65.5	86.66666667	15.83333333	21.33333334	1170.778974	241.228641	250.6134956	0.88	240.0725035	98.00590675	110.4778104	258.8911675	0.88	269.9277244	99.51668456	1	121.3724323	1.012834991	1.289056641	1.080769407	1.21307049	Body	8.277671981	1.124359185
11163	Tohoku	TCG007	0.17	0.37	Pro	Kanto	Rayleigh	9	24	38.1	142.86	4.773	36.57	139.89	58.45543511	39.01586356	11.0868402	8.6318274	10.78291925	10.10630517	5.363580673	3.45574018	1154.328614	751.9031341	15521.77312	6443.38174	189.9	275.55	191.25	266.25	85.8	75.15	2485.376576	1031.726847	190.4122208	0.8	248.9584084	152.3788182	149.5956525	190.660033	0.8	251.6284186	152.2371776	1.12	149.1294443	0.925695564	1.508996345	0.887072159	1.443443965	Body	0.247812177	1.010724724
11164	Tohoku	TCG007	0.17	0.37	Ret	Kanto	Rayleigh	9	24	38.1	142.86	1.631	36.57	139.89	58.45543511	39.01586356	11.0868402	8.6318274	10.78291925	10.10630517	5.363580673	3.45574018	1154.328614	751.9031341	15521.77312	6443.38174	189.9	275.55	191.25	266.25	85.8	75.15	2485.376576	1031.726847	190.4122208	0.8	248.9584084	152.3788182	149.5956525	190.660033	0.8	251.6284186	152.2371776	1.12	149.1294443	0.925695564	1.508996345	0.887072159	1.443443965	Body	0.247812177	1.010724724
11199	2011_03_11	TKY027	0.25	0.85	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.65	35.69	139.89	59.42692311	16.42430756	12.60593293	4.113434	4.90390367	1.7450655	6.628171475	2.055105389	1239.804834	450.4713947	18431.94629	1771.951871	93.9	196.05	89.55	246.9	102.3	157.5	2951.359177	283.7283884	332.4043406	0.96	305.5854709	69.87365562	72.12354583	335.1727553	0.96	318.418313	71.98899142	0.78	78.00242797	1.094782516	1.059130547	1.034376246	1.248935228	Body	2.768414655	1.041994281
11152	2011_03_15	KNG013	0.4	0.15	Pro	Kanto	Rayleigh	6.4	14	35.31	138.71	0.984	35.26	139.15	59.49725764	48.83458056	8.50520475	3.513553083	1.55877072	0.66050389	5.853094046	3.931924429	451.6693379	246.103065	7938.428262	3582.398086	82.8	108.24	82.2	96.12	25.56	14.04	1271.116611	573.6205663	215.7181955	1.09	221.6904385	183.1734793	127.3837116	212.4689075	1.09	222.9199824	183.0130236	0.39	127.8566862	0.837975669	1.550410084	0.536295593	2.221765212	Body	-3.249287963	1.00554622
11169	Tohoku	SIT007	0.07	5.85	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.296	36.05	139.39	59.761256	21.73670889	10.64714447	3.620064933	6.53088695	4.68703808	3.765287039	1.777902446	755.4285264	380.729561	7649.40888	1705.483616	196.2	271.35	196.8	280.35	75.3	83.7	1224.838264	273.0853618	128.4676617	0.78	167.5403906	63.14684086	75.60154616	129.0399737	0.78	168.0789147	63.46688171	0.89	75.74457628	0.829834055	1.715961733	0.846104803	1.587080407	Body	0.572311993	1.003214294
11197	2011_03_11	TKY028	0.22	0.86	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	4.174	35.67	139.79	59.76945867	10.47510711	9.698993733	2.539374	6.80488868	1.82575951	4.987195131	1.193655196	747.2496285	202.3264215	10435.09596	597.78018	284.85	335.85	276.6	338.55	51.15	62.1	1670.887911	95.71772793	244.8020429	1.09	240.1195393	33.24193573	43.78036753	262.6063236	1.09	263.1470559	35.66670739	0.36	49.60831846	0.992256746	1.232821809	0.871073722	1.557362598	Body	17.80428066	1.09590022
11171	2011_04_11	IBR015	0.34	0.33	Pro	Kanto	Rayleigh	5.9	11	36.97	140.63	3.969	36.07	139.91	60.17541333	19.96692844	6.449521867	1.859541	2.53921889	0.5915699	4.526977325	1.520988186	563.2902441	211.3280278	8456.652555	954.6265993	150.3	181.2	143.55	192.3	31.05	48.9	1354.095695	152.8566723	202.4491241	0.61	164.9689628	73.6575727	53.14205413	202.860611	0.6	180.2554803	76.48324509	0.53	56.98970785	0.623194253	1.938536326	0.673687733	1.943762438	Body	0.41148696	1.092662991
11097	2011_03_14	IBR006	0.4	0.08	Ret	Kanto	Rayleigh	5.2	40	36.9	141.2	4.213	36.37	140.45	60.54624533	13.81350133	5.8167392	1.1458212	0.57213413	0.1922437	2.329738412	0.718824948	141.3366741	55.56514827	1746.356383	166.2512192	144.15	156.3	143.85	162.45	12.3	18.75	279.629989	26.62046937	189.8530234	0.39	99.88092508	46.35824918	21.88765831	190.0816547	0.39	107.1040089	46.47471069	0.38	23.65389759	0.505683605	2.198565732	0.493114559	2.364475592	Body	0.22863138	1.072316949
11165	2011_03_11	IBR011	0.54	0.51	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.633	36.13	140.09	60.73561467	25.02196356	11.07323	5.230612067	3.1305062	1.93729173	6.371705304	2.76719535	839.8365226	387.4720779	17033.15458	3212.649627	327	350.85	324.6	354.45	24	30	2727.381921	514.415722	276.9382776	1.25	316.1800639	136.4474583	138.7922227	288.2265234	1.25	346.8911513	139.1722897	1.33	153.9437097	0.950586243	1.279223873	1.083825748	1.074122258	Body	11.28824582	1.097131638
12099	Tohoku	SIT006	0.12	1.41	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.902	36	139.07	60.77585644	32.85204044	7.478468533	6.0719422	6.44431428	8.95783741	4.151277553	2.548105872	789.2064427	515.6393421	9298.121978	3503.21373	200.4	264	198.6	270	63.75	71.55	1488.83342	560.9414127	174.4246995	0.38	187.9894007	114.3314388	138.3907093	174.7987723	0.38	188.687456	113.6587191	0.64	137.9333498	0.729644746	1.770657457	0.958342355	1.374379406	Body	0.374072774	1.00371327
11133	1994_01_17	17	0.43	0.26	Ret	Los_Angeles	Rayleigh	6.7	19	34.21	-118.54	2.274	34	118	60.81668073	22.35185839	6.692090686	3.02078406	2.21907272	1.13260559	3.703298222	2.00268345	131.5173476	87.40459601	2054.876963	600.9427053	63.5	71.66666667	63.5	77.5	8.33333334	14.16666667	329.0309058	96.22411764	135.956314	0.73	141.8181825	75.0938473	66.55402714	140.5730544	0.73	150.6083184	76.68298819	0.7	70.81507258	0.783180064	1.63369621	0.840898332	1.476287752	Body	4.616740387	1.061981727
11155	2011_03_11	CHB007	0.26	1.47	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	5.036	35.72	140.23	60.85578978	24.30327778	11.4742476	3.646394867	6.98945989	2.0638737	5.443745673	2.028753912	1007.555209	423.4806761	12433.09866	1726.801694	99.15	206.4	97.65	258.15	107.4	160.65	1990.811998	276.498854	231.8272501	0.3	259.7533395	66.48764203	95.89394936	236.822166	0.3	276.8498939	69.01101071	1.34	102.6269106	0.927669624	1.683247399	1.164120618	1.381717462	Body	4.994915905	1.06581842
11091	1971_02_09	266	0.26	1.61	Ret	Los_Angeles	Rayleigh	6.6	8.8	34.28	-118.4	1.571	34.15	118.17	61.13928499	17.69523445	6.586826988	3.51520427	3.51986921	1.22459884	3.510830948	1.488011813	180.5970276	104.1696465	2721.977134	488.9645733	63.5	71.5	63.16666667	81.83333333	8.16666667	18.83333333	435.8482858	78.29396083	151.4699711	0.78	168.1324362	54.88125342	64.49270413	150.8220546	0.79	181.657257	55.71697112	0.65	73.95214904	0.713702805	1.730648969	0.902220568	1.577069921	Body	-0.647916563	1.080441473
11358	2011_03_11	SIT008	0.18	0.89	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.886	35.97	139.75	61.23155022	13.71005422	8.6868064	3.316574533	3.26418634	1.67824431	6.706048202	1.563531549	1338.667707	359.8658572	18867.61766	1025.644896	94.65	202.65	90.75	268.2	108.15	177.6	3021.119726	164.2282604	241.2428892	0.76	229.3099502	58.60639516	58.44141604	245.9107964	0.76	246.8418809	61.22220858	0.78	64.01878263	0.841060152	1.384014596	1.185915336	1.233305144	Body	4.667907236	1.076455167
11663	2011_03_14	IBR006	0.28	0.13	Pro	Kanto	Rayleigh	5.2	40	36.9	141.2	4.252	36.37	140.45	61.44190933	13.53705644	6.238466867	1.306742067	0.6831744	0.24557648	2.328713462	0.724313598	140.1271912	55.39382073	1744.82013	168.7997628	144.15	156.3	143.85	162.6	12.3	18.9	279.3840011	27.02854714	187.4087104	0.39	106.0397199	46.45630874	22.5704738	188.1833869	0.39	107.3376776	46.47471069	0.38	23.65389759	0.523903149	2.172901154	0.507472318	2.339055787	Body	0.774676491	1.012240297
11717	2014_03_29	23173	0.49	0.07	Ret	Los_Angeles	Rayleigh	5.1	4.8	33.93	-117.92	2.137	34	117.81	61.51817022	16.61509302	8.869901343	1.385221112	1.55632016	0.27077917	3.128736304	1.081675277	101.774581	45.9172156	1835.435823	219.3790178	86.66666667	91	86.5	98	4.5	11.66666667	293.8935625	35.12739606	130.3500911	0.81	155.4980783	53.39229768	36.02102712	132.6359079	0.81	160.3378843	53.12635642	0.5	37.96448639	0.757848931	1.565018102	0.602309914	1.847314229	Body	2.285816772	1.031124539
11093	Tohoku	CHB017	0.14	3.04	Pro	Kanto	Rayleigh	9	24	38.1	142.86	4.905	35.3	140.08	61.83292267	21.22791778	20.43271033	8.179085267	19.91762145	11.25221494	6.295935958	2.692512544	1475.266143	706.2508589	21387.11971	3911.53452	215.1	316.05	215.85	360.3	101.1	144.6	3424.547307	626.3225338	189.7889519	0.74	261.811524	73.38565649	102.0213069	187.46158	0.74	267.6761559	73.00698752	0.87	104.0948395	1.023820879	1.35147752	1.078639216	1.362902911	Body	-2.32737196	1.022400206
